track,chain_idx,step,token_count,correct,tags
implicit_no_reasoning_no_correction,67,1,216,1,removed_rules;added_facts
implicit_no_reasoning_no_correction,67,2,400,1,added_facts
implicit_no_reasoning_no_correction,67,3,693,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,67,4,949,1,added_facts
implicit_no_reasoning_no_correction,67,5,1234,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,67,6,1571,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,67,7,1874,1,added_rules;added_facts
implicit_no_reasoning_no_correction,46,1,325,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,46,2,585,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,46,3,909,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,46,4,1236,1,added_facts
implicit_no_reasoning_no_correction,46,5,1601,1,added_rules
implicit_no_reasoning_no_correction,46,6,1982,1,added_rules;added_facts
implicit_no_reasoning_no_correction,46,7,2421,0,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,120,1,296,1,added_facts
implicit_no_reasoning_no_correction,120,2,659,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,120,3,997,1,added_rules;added_facts
implicit_no_reasoning_no_correction,120,4,1359,1,added_facts
implicit_no_reasoning_no_correction,120,5,1792,1,added_rules
implicit_no_reasoning_no_correction,120,6,2221,1,added_rules;added_facts
implicit_no_reasoning_no_correction,120,7,2650,1,added_facts
implicit_no_reasoning_no_correction,35,1,277,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,35,2,615,1,added_facts
implicit_no_reasoning_no_correction,35,3,949,1,added_rules
implicit_no_reasoning_no_correction,35,4,1309,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,35,5,1691,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,35,6,2091,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,35,7,2513,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,22,1,296,1,added_rules;added_facts
implicit_no_reasoning_no_correction,22,2,760,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,22,3,1164,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,22,4,1576,1,added_rules;added_facts
implicit_no_reasoning_no_correction,22,5,1970,1,removed_facts;removed_rules;added_facts
implicit_no_reasoning_no_correction,22,6,2361,1,added_facts
implicit_no_reasoning_no_correction,22,7,2750,1,added_rules;added_facts
implicit_no_reasoning_no_correction,109,1,235,1,added_facts
implicit_no_reasoning_no_correction,109,2,535,1,added_facts
implicit_no_reasoning_no_correction,109,3,792,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,109,4,1095,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,109,5,1546,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,109,6,1888,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,109,7,2236,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,142,1,283,1,added_rules;added_facts
implicit_no_reasoning_no_correction,142,2,765,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,142,3,1256,1,added_rules;added_facts
implicit_no_reasoning_no_correction,142,4,1637,1,added_rules;added_facts
implicit_no_reasoning_no_correction,142,5,2039,1,added_facts
implicit_no_reasoning_no_correction,142,6,2437,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,142,7,2880,1,added_facts
implicit_no_reasoning_no_correction,5,1,304,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,5,2,619,1,added_facts
implicit_no_reasoning_no_correction,5,3,962,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,5,4,1304,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,5,5,1677,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,5,6,2239,1,added_facts
implicit_no_reasoning_no_correction,5,7,2403,1,removed_facts;added_rules;added_facts
implicit_no_reasoning_no_correction,205,1,290,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,205,2,575,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,205,3,885,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,205,4,1146,1,removed_facts;added_rules
